hedge,sentence,gold,hedge_gold,worker_id,hedge_judgement
probablemente,"Es decir, una vez establecido el criterio para saber quienes son los mejores de forma democratica se establece una norma a la cual todos deben someterse, o de otro modo tendran que irse a otro lado, y si osan desafiar esta decision pues <strong>probablemente </strong>terminarian en prision o algo por el estilo.",FALSE,FALSE,A4NG9Q4NHVXCV,TRUE
se ve,"Prueba de ello es cuando se está en completa oscuridad, ¿que <strong>se ve</strong>? nada, ""negro"".",FALSE,FALSE,A4NG9Q4NHVXCV,FALSE
ocasionalmente,"Yo he bebido y sigo haciendolo, desde siempre muy <strong>ocasionalmente</strong>, a excepción de que acudí a un par de botellones, aunque más como un observador, y la situación me pareció muy lamentable.",FALSE,FALSE,A4NG9Q4NHVXCV,FALSE
poco,"Pues dado que en un sistema capitalista 'matas o mueres', no puedes darte el tiempo para tu salud, ni respiras aire puro pues todos necesitan de vehículos por apurados que están (y así comienza la larga campaña por contaminar lo <strong>poco</strong> que nos queda d mundo).",FALSE,FALSE,A4NG9Q4NHVXCV,FALSE
seguro,"2,- Usted esta sujeto al tiempo,usted nació, esta viviendo y lo más <strong>seguro</strong> es que mañana morirá.",FALSE,FALSE,A4NG9Q4NHVXCV,TRUE
creo,"Y bueno, la parte religiosa se equivoca en interpretar la Biblia de una manera tan literal, ellos piensan que donde dice "" Y Dios <strong>creo</strong> al hombre y a la mujer a su semejanza"" piensan que de repente un hombre y una mujer aparecieron de la nada.",FALSE,FALSE,A4NG9Q4NHVXCV,TRUE
virtualmente,"Por ende tratar de crear un robot humano sería tratar de comprimir el comportamiento humano a 128 carácteres, lo cual es <strong>virtualmente</strong> imposible.",FALSE,FALSE,A4NG9Q4NHVXCV,TRUE
generalmente,"De hecho las únicas mujeres que tienen un lugar social son las prostitutas, <strong>generalmente</strong> mujeres libres, que pagan sus impuestos y que frecuentan los banquetes y polemizan al mismo nivel que los hombres.",TRUE,TRUE,A8PI5IDB1JWDL,TRUE
encuentro,"Intento descubrir de donde procede, al final <strong>encuentro</strong> una caja de color negro, pequeña, de forma rectangular, en la parte superior hay una rejilla y unos botones; ¿Qué será eso?... después de meditar unos minutos me doy cuenta de que se trata de una radio, una cosa que hacia años que no veía, me conformaré con ella.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
algunos,"El esfuerzo teórico de Max Weber, el más importante sociólogo político del siglo XX, dará en cierta forma continuidad a esa reflexión iniciada tempranamente y romperá, al mismo tiempo, con <strong>algunos</strong> de esos presupuestos clásicos.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
probablemente,"Es decir, una vez establecido el criterio para saber quienes son los mejores de forma democratica se establece una norma a la cual todos deben someterse, o de otro modo tendran que irse a otro lado, y si osan desafiar esta decision pues <strong>probablemente </strong>terminarian en prision o algo por el estilo.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
se ve,"Prueba de ello es cuando se está en completa oscuridad, ¿que <strong>se ve</strong>? nada, ""negro"".",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
ocasionalmente,"Yo he bebido y sigo haciendolo, desde siempre muy <strong>ocasionalmente</strong>, a excepción de que acudí a un par de botellones, aunque más como un observador, y la situación me pareció muy lamentable.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
poco,"Pues dado que en un sistema capitalista 'matas o mueres', no puedes darte el tiempo para tu salud, ni respiras aire puro pues todos necesitan de vehículos por apurados que están (y así comienza la larga campaña por contaminar lo <strong>poco</strong> que nos queda d mundo).",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
seguro,"2,- Usted esta sujeto al tiempo,usted nació, esta viviendo y lo más <strong>seguro</strong> es que mañana morirá.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
creo,"Y bueno, la parte religiosa se equivoca en interpretar la Biblia de una manera tan literal, ellos piensan que donde dice "" Y Dios <strong>creo</strong> al hombre y a la mujer a su semejanza"" piensan que de repente un hombre y una mujer aparecieron de la nada.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
virtualmente,"Por ende tratar de crear un robot humano sería tratar de comprimir el comportamiento humano a 128 carácteres, lo cual es <strong>virtualmente</strong> imposible.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
generalmente,"De hecho las únicas mujeres que tienen un lugar social son las prostitutas, <strong>generalmente</strong> mujeres libres, que pagan sus impuestos y que frecuentan los banquetes y polemizan al mismo nivel que los hombres.",TRUE,TRUE,A25SGBOJZLYBJO,TRUE
encuentro,"Intento descubrir de donde procede, al final <strong>encuentro</strong> una caja de color negro, pequeña, de forma rectangular, en la parte superior hay una rejilla y unos botones; ¿Qué será eso?... después de meditar unos minutos me doy cuenta de que se trata de una radio, una cosa que hacia años que no veía, me conformaré con ella.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
algunos,"El esfuerzo teórico de Max Weber, el más importante sociólogo político del siglo XX, dará en cierta forma continuidad a esa reflexión iniciada tempranamente y romperá, al mismo tiempo, con <strong>algunos</strong> de esos presupuestos clásicos.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
probablemente,"Es decir, una vez establecido el criterio para saber quienes son los mejores de forma democratica se establece una norma a la cual todos deben someterse, o de otro modo tendran que irse a otro lado, y si osan desafiar esta decision pues <strong>probablemente </strong>terminarian en prision o algo por el estilo.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
se ve,"Prueba de ello es cuando se está en completa oscuridad, ¿que <strong>se ve</strong>? nada, ""negro"".",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
ocasionalmente,"Yo he bebido y sigo haciendolo, desde siempre muy <strong>ocasionalmente</strong>, a excepción de que acudí a un par de botellones, aunque más como un observador, y la situación me pareció muy lamentable.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
poco,"Pues dado que en un sistema capitalista 'matas o mueres', no puedes darte el tiempo para tu salud, ni respiras aire puro pues todos necesitan de vehículos por apurados que están (y así comienza la larga campaña por contaminar lo <strong>poco</strong> que nos queda d mundo).",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
seguro,"2,- Usted esta sujeto al tiempo,usted nació, esta viviendo y lo más <strong>seguro</strong> es que mañana morirá.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
creo,"Y bueno, la parte religiosa se equivoca en interpretar la Biblia de una manera tan literal, ellos piensan que donde dice "" Y Dios <strong>creo</strong> al hombre y a la mujer a su semejanza"" piensan que de repente un hombre y una mujer aparecieron de la nada.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
virtualmente,"Por ende tratar de crear un robot humano sería tratar de comprimir el comportamiento humano a 128 carácteres, lo cual es <strong>virtualmente</strong> imposible.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
generalmente,"De hecho las únicas mujeres que tienen un lugar social son las prostitutas, <strong>generalmente</strong> mujeres libres, que pagan sus impuestos y que frecuentan los banquetes y polemizan al mismo nivel que los hombres.",TRUE,TRUE,AEN7H01OU26XL,TRUE
encuentro,"Intento descubrir de donde procede, al final <strong>encuentro</strong> una caja de color negro, pequeña, de forma rectangular, en la parte superior hay una rejilla y unos botones; ¿Qué será eso?... después de meditar unos minutos me doy cuenta de que se trata de una radio, una cosa que hacia años que no veía, me conformaré con ella.",FALSE,FALSE,AEN7H01OU26XL,FALSE
algunos,"El esfuerzo teórico de Max Weber, el más importante sociólogo político del siglo XX, dará en cierta forma continuidad a esa reflexión iniciada tempranamente y romperá, al mismo tiempo, con <strong>algunos</strong> de esos presupuestos clásicos.",FALSE,FALSE,AEN7H01OU26XL,TRUE
probablemente,"Es decir, una vez establecido el criterio para saber quienes son los mejores de forma democratica se establece una norma a la cual todos deben someterse, o de otro modo tendran que irse a otro lado, y si osan desafiar esta decision pues <strong>probablemente </strong>terminarian en prision o algo por el estilo.",FALSE,FALSE,AEN7H01OU26XL,TRUE
se ve,"Prueba de ello es cuando se está en completa oscuridad, ¿que <strong>se ve</strong>? nada, ""negro"".",FALSE,FALSE,AEN7H01OU26XL,FALSE
ocasionalmente,"Yo he bebido y sigo haciendolo, desde siempre muy <strong>ocasionalmente</strong>, a excepción de que acudí a un par de botellones, aunque más como un observador, y la situación me pareció muy lamentable.",FALSE,FALSE,AEN7H01OU26XL,TRUE
poco,"Pues dado que en un sistema capitalista 'matas o mueres', no puedes darte el tiempo para tu salud, ni respiras aire puro pues todos necesitan de vehículos por apurados que están (y así comienza la larga campaña por contaminar lo <strong>poco</strong> que nos queda d mundo).",FALSE,FALSE,AEN7H01OU26XL,FALSE
seguro,"2,- Usted esta sujeto al tiempo,usted nació, esta viviendo y lo más <strong>seguro</strong> es que mañana morirá.",FALSE,FALSE,AEN7H01OU26XL,TRUE
creo,"Y bueno, la parte religiosa se equivoca en interpretar la Biblia de una manera tan literal, ellos piensan que donde dice "" Y Dios <strong>creo</strong> al hombre y a la mujer a su semejanza"" piensan que de repente un hombre y una mujer aparecieron de la nada.",FALSE,FALSE,AEN7H01OU26XL,TRUE
virtualmente,"Por ende tratar de crear un robot humano sería tratar de comprimir el comportamiento humano a 128 carácteres, lo cual es <strong>virtualmente</strong> imposible.",FALSE,FALSE,AEN7H01OU26XL,FALSE
generalmente,"De hecho las únicas mujeres que tienen un lugar social son las prostitutas, <strong>generalmente</strong> mujeres libres, que pagan sus impuestos y que frecuentan los banquetes y polemizan al mismo nivel que los hombres.",TRUE,TRUE,A39XXY1087Z6TX,TRUE
encuentro,"Intento descubrir de donde procede, al final <strong>encuentro</strong> una caja de color negro, pequeña, de forma rectangular, en la parte superior hay una rejilla y unos botones; ¿Qué será eso?... después de meditar unos minutos me doy cuenta de que se trata de una radio, una cosa que hacia años que no veía, me conformaré con ella.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
algunos,"El esfuerzo teórico de Max Weber, el más importante sociólogo político del siglo XX, dará en cierta forma continuidad a esa reflexión iniciada tempranamente y romperá, al mismo tiempo, con <strong>algunos</strong> de esos presupuestos clásicos.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
probablemente,"Es decir, una vez establecido el criterio para saber quienes son los mejores de forma democratica se establece una norma a la cual todos deben someterse, o de otro modo tendran que irse a otro lado, y si osan desafiar esta decision pues <strong>probablemente </strong>terminarian en prision o algo por el estilo.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
se ve,"Prueba de ello es cuando se está en completa oscuridad, ¿que <strong>se ve</strong>? nada, ""negro"".",FALSE,FALSE,A39XXY1087Z6TX,FALSE
ocasionalmente,"Yo he bebido y sigo haciendolo, desde siempre muy <strong>ocasionalmente</strong>, a excepción de que acudí a un par de botellones, aunque más como un observador, y la situación me pareció muy lamentable.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
poco,"Pues dado que en un sistema capitalista 'matas o mueres', no puedes darte el tiempo para tu salud, ni respiras aire puro pues todos necesitan de vehículos por apurados que están (y así comienza la larga campaña por contaminar lo <strong>poco</strong> que nos queda d mundo).",FALSE,FALSE,A39XXY1087Z6TX,FALSE
seguro,"2,- Usted esta sujeto al tiempo,usted nació, esta viviendo y lo más <strong>seguro</strong> es que mañana morirá.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
creo,"Y bueno, la parte religiosa se equivoca en interpretar la Biblia de una manera tan literal, ellos piensan que donde dice "" Y Dios <strong>creo</strong> al hombre y a la mujer a su semejanza"" piensan que de repente un hombre y una mujer aparecieron de la nada.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
virtualmente,"Por ende tratar de crear un robot humano sería tratar de comprimir el comportamiento humano a 128 carácteres, lo cual es <strong>virtualmente</strong> imposible.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
generalmente,"De hecho las únicas mujeres que tienen un lugar social son las prostitutas, <strong>generalmente</strong> mujeres libres, que pagan sus impuestos y que frecuentan los banquetes y polemizan al mismo nivel que los hombres.",TRUE,TRUE,A2XO34Z56LO6IV,TRUE
encuentro,"Intento descubrir de donde procede, al final <strong>encuentro</strong> una caja de color negro, pequeña, de forma rectangular, en la parte superior hay una rejilla y unos botones; ¿Qué será eso?... después de meditar unos minutos me doy cuenta de que se trata de una radio, una cosa que hacia años que no veía, me conformaré con ella.",FALSE,FALSE,A2XO34Z56LO6IV,TRUE
algunos,"El esfuerzo teórico de Max Weber, el más importante sociólogo político del siglo XX, dará en cierta forma continuidad a esa reflexión iniciada tempranamente y romperá, al mismo tiempo, con <strong>algunos</strong> de esos presupuestos clásicos.",FALSE,FALSE,A2XO34Z56LO6IV,FALSE
probablemente,"Es decir, una vez establecido el criterio para saber quienes son los mejores de forma democratica se establece una norma a la cual todos deben someterse, o de otro modo tendran que irse a otro lado, y si osan desafiar esta decision pues <strong>probablemente </strong>terminarian en prision o algo por el estilo.",FALSE,FALSE,A2XO34Z56LO6IV,TRUE
se ve,"Prueba de ello es cuando se está en completa oscuridad, ¿que <strong>se ve</strong>? nada, ""negro"".",FALSE,FALSE,A2XO34Z56LO6IV,FALSE
ocasionalmente,"Yo he bebido y sigo haciendolo, desde siempre muy <strong>ocasionalmente</strong>, a excepción de que acudí a un par de botellones, aunque más como un observador, y la situación me pareció muy lamentable.",FALSE,FALSE,A2XO34Z56LO6IV,FALSE
poco,"Pues dado que en un sistema capitalista 'matas o mueres', no puedes darte el tiempo para tu salud, ni respiras aire puro pues todos necesitan de vehículos por apurados que están (y así comienza la larga campaña por contaminar lo <strong>poco</strong> que nos queda d mundo).",FALSE,FALSE,A2XO34Z56LO6IV,TRUE
seguro,"2,- Usted esta sujeto al tiempo,usted nació, esta viviendo y lo más <strong>seguro</strong> es que mañana morirá.",FALSE,FALSE,A2XO34Z56LO6IV,
